timestamp,project_uuid,project_numeric_id,device,sheet,usina,modulo,tipo,equipamento_id,pressao,rpm,status_1,status_2,gps,pressao_aspersor,gps_aspersor,pressao_carretel,gps_carretel,velocidade_recolhimento,metragem_mangueira,codigo,bomba_operando,gps_valido,label,gps_aspersor_valido,gps_carretel_valido,is_ok,is_falha,pressao_num,rpm_num,pressao_aspersor_num,pressao_carretel_num,velocidade_recolhimento_num,metragem_mangueira_num,null_count,diagnosticos_corrigidos,BOMBA_OFFLINE,GPS_BOMBA_PROBLEMA,PRESSAO_BOMBA_NULA,CARRETEL_OFFLINE,ASPERSOR_OFFLINE,GPS_ASPERSOR_PROBLEMA,GPS_CARRETEL_PROBLEMA,RECOLHIMENTO_ZERADO,label_corrigido,is_falha_corrigido,is_ok_corrigido
"2026-05-21 14:22:13,000",571ec5ba-b13b-4e2f-b0ed-450a75af35f9,28,Device/RADCOM_3455,GERAL,USA LUCIANO,MÓDULO 1,bomba,4,1.28,871,53,00000000,Null,,,,,,,,1,0,GPS_BOMBA_PROBLEMA,,,0,1,1.28,871.0,,,,,1,GPS_BOMBA_PROBLEMA,0,1,0,0,0,0,0,0,GPS_BOMBA_PROBLEMA,1,0
"2026-05-21 14:22:13,000",571ec5ba-b13b-4e2f-b0ed-450a75af35f9,28,Device/RADCOM_3455,GERAL,USA LUCIANO,MÓDULO 1,carretel,5,,,,00000011,Null,0.13,-19.380386/-48.285367,0.31,Null,5.0,136.0,3579M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.13,0.31,5.0,136.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-21 14:22:13,000",571ec5ba-b13b-4e2f-b0ed-450a75af35f9,28,Device/RADCOM_3455,GERAL,USA LUCIANO,MÓDULO 1,carretel,7,,,,00000011,-19.373456/-48.291811,0.08,-19.404300/-48.328472,0.29,-19.373456/-48.291811,3.0,220.0,3167M00,1,1,OK,1.0,1.0,1,0,,,0.08,0.29,3.0,220.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:22:13,000",571ec5ba-b13b-4e2f-b0ed-450a75af35f9,28,Device/RADCOM_3455,GERAL,USA LUCIANO,MÓDULO 1,carretel,9,,,,00000011,-19.408799/-48.295139,0.05,-19.374594/-48.331473,0.3,-19.408799/-48.295139,5.0,47.0,4853M00,1,1,OK,1.0,1.0,1,0,,,0.05,0.3,5.0,47.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:23:13,000",d21d9109-5f22-4469-bc28-3b0bdcfabffb,15,Device/RADCOM_6953,GERAL,USA MURILLO,MÓDULO 7,bomba,40,1.35,0,70,00000000,-19.408130/-48.285661,,,,,,,,0,1,OK,,,1,0,1.35,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:23:13,000",d21d9109-5f22-4469-bc28-3b0bdcfabffb,15,Device/RADCOM_6953,GERAL,USA MURILLO,MÓDULO 7,bomba,41,Null,Null,Null,Null,Null,,,,,,,,0,0,BOMBA_OFFLINE,,,0,1,,,,,,,3,BOMBA_OFFLINE;GPS_BOMBA_PROBLEMA,1,1,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-21 14:23:13,000",d21d9109-5f22-4469-bc28-3b0bdcfabffb,15,Device/RADCOM_6953,GERAL,USA MURILLO,MÓDULO 7,carretel,42,,,,00000011,-19.403127/-48.328747,Null,Null,0.2,-19.403127/-48.328747,0.0,22.0,4076M00,0,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.2,0.0,22.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-21 14:23:13,000",d21d9109-5f22-4469-bc28-3b0bdcfabffb,15,Device/RADCOM_6953,GERAL,USA MURILLO,MÓDULO 7,carretel,44,,,,00000010,Null,0.00,Null,0.0,Null,0.0,0.0,0M00,0,0,CARRETEL_OFFLINE,0.0,0.0,0,1,,,0.0,0.0,0.0,0.0,3,CARRETEL_OFFLINE,0,0,0,1,0,0,0,0,CARRETEL_OFFLINE,1,0
"2026-05-21 14:23:13,000",d21d9109-5f22-4469-bc28-3b0bdcfabffb,15,Device/RADCOM_6953,GERAL,USA MURILLO,MÓDULO 7,carretel,46,,,,00000010,Null,0.00,Null,0.0,Null,0.0,0.0,0M00,0,0,CARRETEL_OFFLINE,0.0,0.0,0,1,,,0.0,0.0,0.0,0.0,3,CARRETEL_OFFLINE,0,0,0,1,0,0,0,0,CARRETEL_OFFLINE,1,0
"2026-05-21 14:24:13,000",d09e3a2a-5d4e-4ce7-a1e9-a9569a36e972,83,Device/RADCOM_4369,GERAL,UMOE,FRENTE 1,bomba,7,Null,Null,Null,Null,Null,,,,,,,,0,0,BOMBA_OFFLINE,,,0,1,,,,,,,3,BOMBA_OFFLINE;GPS_BOMBA_PROBLEMA,1,1,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-21 14:24:13,000",d09e3a2a-5d4e-4ce7-a1e9-a9569a36e972,83,Device/RADCOM_4369,GERAL,UMOE,FRENTE 1,bomba,0,Null,0,52,00000100,-19.372886/-48.295780,,,,,,,,0,1,PRESSAO_BOMBA_NULA,,,0,1,,0.0,,,,,1,BOMBA_OFFLINE,1,0,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-21 14:24:13,000",d09e3a2a-5d4e-4ce7-a1e9-a9569a36e972,83,Device/RADCOM_4369,GERAL,UMOE,FRENTE 1,carretel,1,,,,00000011,-19.373349/-48.305693,0.00,-19.377813/-48.301943,0.45,-19.373349/-48.305693,0.0,18.0,3688M00,0,1,PRESSAO_ASPERSOR_SUSPEITA,1.0,1.0,0,1,,,0.0,0.45,0.0,18.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:24:13,000",d09e3a2a-5d4e-4ce7-a1e9-a9569a36e972,83,Device/RADCOM_4369,GERAL,UMOE,FRENTE 1,carretel,3,,,,00000011,-19.394251/-48.280169,0.1,-19.372332/-48.289559,0.32,-19.394251/-48.280169,0.0,115.0,3676M00,0,1,OK,1.0,1.0,1,0,,,0.1,0.32,0.0,115.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:24:13,000",d09e3a2a-5d4e-4ce7-a1e9-a9569a36e972,83,Device/RADCOM_4369,GERAL,UMOE,FRENTE 1,carretel,5,,,,00000011,Null,0.07,-19.389111/-48.297655,0.22,Null,0.0,156.0,3309M00,0,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.07,0.22,0.0,156.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-21 14:25:13,000",90473151-fd17-4995-8bfc-371bc40d744a,20,Device/RADCOM_6601,GERAL,USA LUCIANO,MÓDULO 2,bomba,40,1.49,1019,89,00000000,-19.401284/-48.332553,,,,,,,,1,1,OK,,,1,0,1.49,1019.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:25:13,000",90473151-fd17-4995-8bfc-371bc40d744a,20,Device/RADCOM_6601,GERAL,USA LUCIANO,MÓDULO 2,bomba,41,Null,Null,Null,Null,Null,,,,,,,,1,0,BOMBA_OFFLINE,,,0,1,,,,,,,3,BOMBA_OFFLINE;GPS_BOMBA_PROBLEMA,1,1,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-21 14:25:13,000",90473151-fd17-4995-8bfc-371bc40d744a,20,Device/RADCOM_6601,GERAL,USA LUCIANO,MÓDULO 2,carretel,42,,,,00000010,Null,0.00,Null,0.0,Null,0.0,0.0,0M00,1,0,CARRETEL_OFFLINE,0.0,0.0,0,1,,,0.0,0.0,0.0,0.0,3,CARRETEL_OFFLINE,0,0,0,1,0,0,0,0,CARRETEL_OFFLINE,1,0
"2026-05-21 14:25:13,000",90473151-fd17-4995-8bfc-371bc40d744a,20,Device/RADCOM_6601,GERAL,USA LUCIANO,MÓDULO 2,carretel,44,,,,00000011,-19.393147/-48.296377,Null,Null,0.3,-19.393147/-48.296377,9.0,173.0,3511M00,1,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.3,9.0,173.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-21 14:25:13,000",90473151-fd17-4995-8bfc-371bc40d744a,20,Device/RADCOM_6601,GERAL,USA LUCIANO,MÓDULO 2,carretel,46,,,,00000011,-19.378702/-48.320579,Null,Null,0.4,-19.378702/-48.320579,3.0,258.0,4059M00,1,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.4,3.0,258.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-21 14:26:13,000",6513badf-c0d3-4f84-acab-d4e5d2f16945,54,Device/RADCOM_7494,GERAL,USA MURILLO,MÓDULO 8,bomba,40,Null,880,68,00000000,-19.388025/-48.299062,,,,,,,,1,1,PRESSAO_BOMBA_NULA,,,0,1,,880.0,,,,,1,PRESSAO_BOMBA_NULA,0,0,1,0,0,0,0,0,PRESSAO_BOMBA_NULA,1,0
"2026-05-21 14:26:13,000",6513badf-c0d3-4f84-acab-d4e5d2f16945,54,Device/RADCOM_7494,GERAL,USA MURILLO,MÓDULO 8,bomba,41,Null,Null,Null,Null,Null,,,,,,,,1,0,BOMBA_OFFLINE,,,0,1,,,,,,,3,BOMBA_OFFLINE;GPS_BOMBA_PROBLEMA,1,1,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-21 14:26:13,000",6513badf-c0d3-4f84-acab-d4e5d2f16945,54,Device/RADCOM_7494,GERAL,USA MURILLO,MÓDULO 8,carretel,42,,,,00000011,-19.399102/-48.323118,0.12,-19.396963/-48.298726,0.47,-19.399102/-48.323118,1.0,265.0,3168M00,1,1,OK,1.0,1.0,1,0,,,0.12,0.47,1.0,265.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:26:13,000",6513badf-c0d3-4f84-acab-d4e5d2f16945,54,Device/RADCOM_7494,GERAL,USA MURILLO,MÓDULO 8,carretel,44,,,,00000010,Null,0.00,Null,0.0,Null,0.0,0.0,0M00,1,0,CARRETEL_OFFLINE,0.0,0.0,0,1,,,0.0,0.0,0.0,0.0,3,CARRETEL_OFFLINE,0,0,0,1,0,0,0,0,CARRETEL_OFFLINE,1,0
"2026-05-21 14:26:13,000",6513badf-c0d3-4f84-acab-d4e5d2f16945,54,Device/RADCOM_7494,GERAL,USA MURILLO,MÓDULO 8,carretel,46,,,,00000011,-19.370601/-48.337678,0.09,-19.392215/-48.324320,0.1,-19.370601/-48.337678,0.0,266.0,3503M00,1,1,RECOLHIMENTO_ZERADO_COM_BOMBA_OPERANDO,1.0,1.0,0,1,,,0.09,0.1,0.0,266.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:27:13,000",e008c47b-08f0-4d61-b8c3-1f728d6dabed,33,Device/RADCOM_6925,GERAL,YPÊ,FRENTE 2,bomba,20,Null,Null,Null,Null,Null,,,,,,,,1,0,BOMBA_OFFLINE,,,0,1,,,,,,,3,BOMBA_OFFLINE;GPS_BOMBA_PROBLEMA,1,1,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-21 14:27:13,000",e008c47b-08f0-4d61-b8c3-1f728d6dabed,33,Device/RADCOM_6925,GERAL,YPÊ,FRENTE 2,bomba,21,1.3,840,72,00000000,-19.372951/-48.329843,,,,,,,,1,1,OK,,,1,0,1.3,840.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:27:13,000",e008c47b-08f0-4d61-b8c3-1f728d6dabed,33,Device/RADCOM_6925,GERAL,YPÊ,FRENTE 2,carretel,22,,,,00000011,Null,0.16,-19.389522/-48.330264,0.12,Null,7.0,148.0,3092M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.16,0.12,7.0,148.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-21 14:27:13,000",e008c47b-08f0-4d61-b8c3-1f728d6dabed,33,Device/RADCOM_6925,GERAL,YPÊ,FRENTE 2,carretel,24,,,,00000011,-19.398869/-48.287705,0.00,-19.379256/-48.291219,0.26,-19.398869/-48.287705,3.0,35.0,3863M00,1,1,PRESSAO_ASPERSOR_SUSPEITA,1.0,1.0,0,1,,,0.0,0.26,3.0,35.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:27:13,000",e008c47b-08f0-4d61-b8c3-1f728d6dabed,33,Device/RADCOM_6925,GERAL,YPÊ,FRENTE 2,carretel,26,,,,00000011,-19.376119/-48.299773,0.1,-19.386826/-48.326851,0.11,-19.376119/-48.299773,0.0,126.0,4210M00,1,1,RECOLHIMENTO_ZERADO_COM_BOMBA_OPERANDO,1.0,1.0,0,1,,,0.1,0.11,0.0,126.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:28:13,000",01f13795-02ba-4c85-a21e-d6fe3c398503,8,Device/RADCOM_3726,GERAL,CMAA CANAPOLIS,FRENTE 3,bomba,20,1.32,985,81,00000000,-19.396943/-48.309347,,,,,,,,1,1,OK,,,1,0,1.32,985.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:28:13,000",01f13795-02ba-4c85-a21e-d6fe3c398503,8,Device/RADCOM_3726,GERAL,CMAA CANAPOLIS,FRENTE 3,bomba,21,1.56,872,76,00000000,-19.380042/-48.284637,,,,,,,,1,1,OK,,,1,0,1.56,872.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:28:13,000",01f13795-02ba-4c85-a21e-d6fe3c398503,8,Device/RADCOM_3726,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,22,,,,00000011,-19.383995/-48.325066,0.03,-19.381592/-48.288736,0.14,-19.383995/-48.325066,8.0,296.0,3097M00,1,1,OK,1.0,1.0,1,0,,,0.03,0.14,8.0,296.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:28:13,000",01f13795-02ba-4c85-a21e-d6fe3c398503,8,Device/RADCOM_3726,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,24,,,,00000011,-19.404724/-48.300459,0.17,-19.386045/-48.293410,0.48,-19.404724/-48.300459,0.0,46.0,3285M00,1,1,RECOLHIMENTO_ZERADO_COM_BOMBA_OPERANDO,1.0,1.0,0,1,,,0.17,0.48,0.0,46.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:28:13,000",01f13795-02ba-4c85-a21e-d6fe3c398503,8,Device/RADCOM_3726,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,26,,,,00000011,-19.381890/-48.329841,0.17,-19.370158/-48.292931,0.19,-19.381890/-48.329841,3.0,227.0,3075M00,1,1,OK,1.0,1.0,1,0,,,0.17,0.19,3.0,227.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:29:13,000",7489e77f-0c24-4bb3-96bb-24e0949736ca,28,Device/RADCOM_9693,GERAL,USA MURILLO,MÓDULO 7,bomba,40,1.4,1010,72,00000100,-19.392591/-48.321918,,,,,,,,1,1,OK,,,1,0,1.4,1010.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:29:13,000",7489e77f-0c24-4bb3-96bb-24e0949736ca,28,Device/RADCOM_9693,GERAL,USA MURILLO,MÓDULO 7,bomba,41,1.22,923,62,00000100,-19.395986/-48.310398,,,,,,,,1,1,OK,,,1,0,1.22,923.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:29:13,000",7489e77f-0c24-4bb3-96bb-24e0949736ca,28,Device/RADCOM_9693,GERAL,USA MURILLO,MÓDULO 7,carretel,42,,,,00000010,Null,0.00,Null,0.0,Null,0.0,0.0,0M00,1,0,CARRETEL_OFFLINE,0.0,0.0,0,1,,,0.0,0.0,0.0,0.0,3,CARRETEL_OFFLINE,0,0,0,1,0,0,0,0,CARRETEL_OFFLINE,1,0
"2026-05-21 14:29:13,000",7489e77f-0c24-4bb3-96bb-24e0949736ca,28,Device/RADCOM_9693,GERAL,USA MURILLO,MÓDULO 7,carretel,44,,,,00000011,-19.384443/-48.314611,0.00,-19.379684/-48.331027,0.29,-19.384443/-48.314611,2.0,90.0,4237M00,1,1,PRESSAO_ASPERSOR_SUSPEITA,1.0,1.0,0,1,,,0.0,0.29,2.0,90.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:29:13,000",7489e77f-0c24-4bb3-96bb-24e0949736ca,28,Device/RADCOM_9693,GERAL,USA MURILLO,MÓDULO 7,carretel,46,,,,00000011,-19.397726/-48.314456,0.04,-19.371533/-48.294943,0.26,-19.397726/-48.314456,2.0,205.0,4545M00,1,1,OK,1.0,1.0,1,0,,,0.04,0.26,2.0,205.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:30:13,000",413d5a02-b4b2-4387-8080-a20c5f1e8455,15,Device/RADCOM_5796,GERAL,USA LUCIANO,MÓDULO 1,bomba,3,1.24,0,51,00000000,-19.400949/-48.322642,,,,,,,,0,1,OK,,,1,0,1.24,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:30:13,000",413d5a02-b4b2-4387-8080-a20c5f1e8455,15,Device/RADCOM_5796,GERAL,USA LUCIANO,MÓDULO 1,bomba,4,1.3,0,63,00000000,-19.403181/-48.303135,,,,,,,,0,1,OK,,,1,0,1.3,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:30:13,000",413d5a02-b4b2-4387-8080-a20c5f1e8455,15,Device/RADCOM_5796,GERAL,USA LUCIANO,MÓDULO 1,carretel,5,,,,00000011,-19.397795/-48.334507,0.06,Null,0.28,-19.397795/-48.334507,0.0,177.0,4011M00,0,1,GPS_ASPERSOR_PROBLEMA,0.0,1.0,0,1,,,0.06,0.28,0.0,177.0,1,GPS_ASPERSOR_PROBLEMA,0,0,0,0,0,1,0,0,GPS_ASPERSOR_PROBLEMA,1,0
"2026-05-21 14:30:13,000",413d5a02-b4b2-4387-8080-a20c5f1e8455,15,Device/RADCOM_5796,GERAL,USA LUCIANO,MÓDULO 1,carretel,7,,,,00000011,-19.395527/-48.305816,0.00,-19.389894/-48.281400,0.18,-19.395527/-48.305816,0.0,114.0,4121M00,0,1,PRESSAO_ASPERSOR_SUSPEITA,1.0,1.0,0,1,,,0.0,0.18,0.0,114.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:30:13,000",413d5a02-b4b2-4387-8080-a20c5f1e8455,15,Device/RADCOM_5796,GERAL,USA LUCIANO,MÓDULO 1,carretel,9,,,,00000011,Null,0.17,-19.388798/-48.310468,0.36,Null,0.0,266.0,3942M00,0,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.17,0.36,0.0,266.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-21 14:31:13,000",be97bb7f-daf3-4fe5-90d7-582c79e6f511,69,Device/RADCOM_2170,GERAL,CMAA CANAPOLIS,FRENTE 3,bomba,20,Null,714,79,00000100,-19.377434/-48.332296,,,,,,,,1,1,PRESSAO_BOMBA_NULA,,,0,1,,714.0,,,,,1,PRESSAO_BOMBA_NULA,0,0,1,0,0,0,0,0,PRESSAO_BOMBA_NULA,1,0
"2026-05-21 14:31:13,000",be97bb7f-daf3-4fe5-90d7-582c79e6f511,69,Device/RADCOM_2170,GERAL,CMAA CANAPOLIS,FRENTE 3,bomba,21,Null,1043,70,00000000,-19.408044/-48.289518,,,,,,,,1,1,PRESSAO_BOMBA_NULA,,,0,1,,1043.0,,,,,1,PRESSAO_BOMBA_NULA,0,0,1,0,0,0,0,0,PRESSAO_BOMBA_NULA,1,0
"2026-05-21 14:31:13,000",be97bb7f-daf3-4fe5-90d7-582c79e6f511,69,Device/RADCOM_2170,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,22,,,,00000011,-19.409182/-48.318067,0.09,-19.406012/-48.336407,0.46,-19.409182/-48.318067,9.0,169.0,4647M00,1,1,OK,1.0,1.0,1,0,,,0.09,0.46,9.0,169.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:31:13,000",be97bb7f-daf3-4fe5-90d7-582c79e6f511,69,Device/RADCOM_2170,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,24,,,,00000011,Null,0.11,-19.372144/-48.285277,0.24,Null,7.0,275.0,3964M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.11,0.24,7.0,275.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-21 14:31:13,000",be97bb7f-daf3-4fe5-90d7-582c79e6f511,69,Device/RADCOM_2170,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,26,,,,00000011,-19.386441/-48.307182,Null,Null,0.46,-19.386441/-48.307182,4.0,199.0,3582M00,1,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.46,4.0,199.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-21 14:32:13,000",6483fa2d-f386-46f3-b0a2-c1cd87d7cb5d,84,Device/RADCOM_6587,GERAL,CEDRO,FRENTE 2,bomba,40,1.3,0,63,00000000,-19.397055/-48.313935,,,,,,,,1,1,OK,,,1,0,1.3,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:32:13,000",6483fa2d-f386-46f3-b0a2-c1cd87d7cb5d,84,Device/RADCOM_6587,GERAL,CEDRO,FRENTE 2,bomba,41,1.27,1031,68,00000100,-19.378721/-48.308502,,,,,,,,1,1,OK,,,1,0,1.27,1031.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:32:13,000",6483fa2d-f386-46f3-b0a2-c1cd87d7cb5d,84,Device/RADCOM_6587,GERAL,CEDRO,FRENTE 2,carretel,42,,,,00000011,-19.395190/-48.307045,0.16,-19.377000/-48.333671,0.1,-19.395190/-48.307045,7.0,206.0,4092M00,1,1,OK,1.0,1.0,1,0,,,0.16,0.1,7.0,206.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:32:13,000",6483fa2d-f386-46f3-b0a2-c1cd87d7cb5d,84,Device/RADCOM_6587,GERAL,CEDRO,FRENTE 2,carretel,44,,,,00000011,Null,0.16,-19.372859/-48.288306,0.39,Null,8.0,105.0,3269M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.16,0.39,8.0,105.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-21 14:32:13,000",6483fa2d-f386-46f3-b0a2-c1cd87d7cb5d,84,Device/RADCOM_6587,GERAL,CEDRO,FRENTE 2,carretel,46,,,,00000011,-19.374609/-48.290736,0.00,-19.379911/-48.326060,0.22,-19.374609/-48.290736,7.0,196.0,3714M00,1,1,PRESSAO_ASPERSOR_SUSPEITA,1.0,1.0,0,1,,,0.0,0.22,7.0,196.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:33:13,000",801a62c3-87ac-4dd4-98e7-0a94a2bc99f7,98,Device/RADCOM_2800,GERAL,CMAA UVT,FRENTE 2,bomba,10,Null,0,67,00000000,-19.406673/-48.319501,,,,,,,,1,1,PRESSAO_BOMBA_NULA,,,0,1,,0.0,,,,,1,BOMBA_OFFLINE,1,0,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-21 14:33:13,000",801a62c3-87ac-4dd4-98e7-0a94a2bc99f7,98,Device/RADCOM_2800,GERAL,CMAA UVT,FRENTE 2,bomba,11,1.35,913,79,00000000,-19.409089/-48.337781,,,,,,,,1,1,OK,,,1,0,1.35,913.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:33:13,000",801a62c3-87ac-4dd4-98e7-0a94a2bc99f7,98,Device/RADCOM_2800,GERAL,CMAA UVT,FRENTE 2,carretel,12,,,,00000011,-19.381934/-48.309858,0.00,-19.403422/-48.291030,0.26,-19.381934/-48.309858,10.0,208.0,4077M00,1,1,PRESSAO_ASPERSOR_SUSPEITA,1.0,1.0,0,1,,,0.0,0.26,10.0,208.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:33:13,000",801a62c3-87ac-4dd4-98e7-0a94a2bc99f7,98,Device/RADCOM_2800,GERAL,CMAA UVT,FRENTE 2,carretel,14,,,,00000011,-19.403981/-48.322562,Null,Null,0.36,-19.403981/-48.322562,5.0,89.0,4076M00,1,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.36,5.0,89.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-21 14:33:13,000",801a62c3-87ac-4dd4-98e7-0a94a2bc99f7,98,Device/RADCOM_2800,GERAL,CMAA UVT,FRENTE 2,carretel,16,,,,00000011,Null,0.11,-19.375577/-48.328687,0.14,Null,3.0,56.0,4256M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.11,0.14,3.0,56.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-21 14:34:13,000",a62646b6-111a-495b-8cdb-974eb127ab42,77,Device/RADCOM_2895,GERAL,CEDRO,FRENTE 1,bomba,30,1.57,0,71,00000000,-19.405414/-48.337893,,,,,,,,1,1,OK,,,1,0,1.57,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:34:13,000",a62646b6-111a-495b-8cdb-974eb127ab42,77,Device/RADCOM_2895,GERAL,CEDRO,FRENTE 1,bomba,31,Null,1054,71,00000100,-19.371357/-48.289914,,,,,,,,1,1,PRESSAO_BOMBA_NULA,,,0,1,,1054.0,,,,,1,PRESSAO_BOMBA_NULA,0,0,1,0,0,0,0,0,PRESSAO_BOMBA_NULA,1,0
"2026-05-21 14:34:13,000",a62646b6-111a-495b-8cdb-974eb127ab42,77,Device/RADCOM_2895,GERAL,CEDRO,FRENTE 1,carretel,32,,,,00000011,-19.374439/-48.286812,0.19,-19.392229/-48.310318,0.19,-19.374439/-48.286812,7.0,143.0,3354M00,1,1,OK,1.0,1.0,1,0,,,0.19,0.19,7.0,143.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-21 14:34:13,000",a62646b6-111a-495b-8cdb-974eb127ab42,77,Device/RADCOM_2895,GERAL,CEDRO,FRENTE 1,carretel,34,,,,00000011,-19.404439/-48.281624,0.18,-19.390783/-48.288776,0.41,-19.404439/-48.281624,7.0,152.0,3861M00,1,1,OK,1.0,1.0,1,0,,,0.18,0.41,7.0,152.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
